ComID,Committee,ComShort,cat1,cat2,totspend,totspendout,IE,givingtot,topac,todem,torep,toballot,receivedtot,frompac,fromdem,fromrep,fromother,ComID,Committee,stype,CommCity,CommState,CommZip,CommWeb,RegistrationDate,TerminationDate,begincash2007,endcash2012,ComID,Committee,cat1,cat2,IEdesignator,ComID,Committee,IE,pctie,ieprodfl,ieprorpm,ieother,candall,canddfl,candrpm,partyall,partydfl,partyrpm
30242,Leonard Street and Deinard PAC,Leonard Street & Deinard,pac,lawyers,134450,119750,,134450,14700,69625,49125,,161930,,,,161930,30242,Leonard Street and Deinard PAC,Political Fund,Minneapolis,MN,55402,,2/11/90,,2014.09,5153.21,30242,Leonard Street and Deinard PAC,pac,lawyers,0,30242,Leonard Street and Deinard PAC,,,,,,30175,18075,11100,89575,51550,38025
30631,HRC Equality Votes Minnesota,HRC Equality,pac,ie,130430.11,430.1,430.1,130000,130000,,,,131032.7,,,,131032.7,30631,HRC Equality Votes Minnesota,Independent Expenditure,Washington,DC,20036,www.hrc.org,9/10/10 14:56,12/31/10,,,30631,HRC Equality Votes Minnesota,pac,issue,1,30631,HRC Equality Votes Minnesota,430.11,0.329762813,430.11,,,,,,,,
41050,Vote Racino Now Committee,Vote Racino Now,pac,ie,121761.36,121761.4,121761.4,,,,,,155565.2,,,,155565.2,41050,Vote Racino Now Committee,Independent Expenditure,Janesville,MN,56048,,10/12/10 13:54,12/31/10,,,41050,Vote Racino Now Committee,pac,issue,1,41050,Vote Racino Now Committee,121761.36,100,33023.86,88737.5,,,,,,,
30588,Sheet Metal Workers PAC 10,Sheet Metal Workers,pac,labor,120689.56,119065,,120689.6,1624.6,118415,650,,57000,,,,57000,30588,Sheet Metal Workers PAC 10,Political Fund,Maplewood,MN,55109,,9/14/04,,5593.11,2276.44,30588,Sheet Metal Workers PAC 10,pac,labor,0,30588,Sheet Metal Workers PAC 10,,,,,,32325,31675,650,86740,86740,
30108,MTA PAC (fka SITCO PAC),MTA,pac,biz,119975,119975,,119975,,54025,65950,,113130,,,,113130,30108,MTA PAC (fka SITCO PAC),Political Fund,Roseville,MN,55113,,8/3/76,,19253.1,43001.25,30108,MTA PAC (fka SITCO PAC),pac,biz,0,30108,MTA PAC (fka SITCO PAC),,,,,,106975,47775,59200,13000,6250,6750
40786,Messerli & Kramer Political Action Comm,Messerli & Kramer,pac,lawyers,118560,115460,,118560,3100,71010,44450,,153700,,,,153700,40786,Messerli & Kramer Political Action Comm,Political Committee,St Paul,MN,55104,,6/4/98,,503.91,2185.46,40786,Messerli & Kramer Political Action Comm,pac,lawyers,0,40786,Messerli & Kramer Political Action Comm,,,,,,15950,11050,4900,99510,59960,39550
70026,Take Action PAC,Take Action,pac,prodfl,116374.88,109302.9,92946.5,23428.4,7072,8919.4,,7437,276255.4,204345.4,10060,,61850,70026,Take Action PAC,Political Committee,St Paul,MN,55114,,8/6/02,,9973.01,21354,70026,Take Action PAC,pac,prodfl,0,70026,Take Action PAC,92946.47,79.8681554,164196.47,,,1896.67,1896.67,,7022.74,7022.74,
30325,St Paul Pipefitters Local 455 PAC,St Paul Pipefitters,pac,labor,114717,107340,,114717,7377,106840,500,,47695.3,,,,47695.3,30325,St Paul Pipefitters Local 455 PAC,Political Fund,St Paul,MN,55114,,8/21/90,,3446.41,17364.75,30325,St Paul Pipefitters Local 455 PAC,pac,labor,0,30325,St Paul Pipefitters Local 455 PAC,,,,,,43190,42690,500,64150,64150,
30632,Minnesota - America Votes,MN-America Votes,pac,ie,109432.93,109432.9,109432.9,,,,,,186984.7,,,,186984.7,30632,Minnesota - America Votes,Independent Expenditure,Washington,DC,20036,,9/20/10 11:30,,,0,30632,Minnesota - America Votes,pac,prodfl,1,30632,Minnesota - America Votes,109432.93,100,109432.93,,,,,,,,
30092,Iron Workers Local 512,Iron Workers Local 512,pac,labor,108014,98600,,108014,9414,98600,,,45000,,,,45000,30092,Iron Workers Local 512,Political Fund,St Paul,MN,55104-1634,,11/25/74,,17443.49,329.49,30092,Iron Workers Local 512,pac,labor,0,30092,Iron Workers Local 512,,,,,,10300,10300,,88300,88300,
30138,CARE / PAC,CARE/PAC,pac,biz,107525,107525,,107525,,53575,53950,,54570.7,,,,54570.7,30138,CARE / PAC,Political Fund,Bloomington,MN,55425,,8/31/78,,33572,10183.72,30138,CARE / PAC,pac,biz,0,30138,CARE / PAC,,,,,,2850,2600,250,104675,50975,53700
41001,UFCW Active Ballot Club,,pac,labor,107350,107350,,107350,,107350,,,,,,,,41001,UFCW Active Ballot Club,Political Committee,Washington,DC,20006-1598,,6/30/08,,,0,41001,UFCW Active Ballot Club,pac,labor,0,41001,UFCW Active Ballot Club,,,,,,850,850,,106500,106500,
30550,Suburban School Emp Local 284 Pol Act Fund,Suburban Sch Local 284,pac,labor,106936.91,15960.5,,106936.9,90976.4,10548,,5412.5,35049.4,12049.4,,,23000,30550,Suburban School Emp Local 284 Pol Act Fund,Political Fund,South St Paul,MN,55075,,10/31/94 15:14,,734.13,21205.99,30550,Suburban School Emp Local 284 Pol Act Fund,pac,labor,0,30550,Suburban School Emp Local 284 Pol Act Fund,,,,,,2750,2750,,7798,7798,
30315,Fond du Lac Committee of Political Ed,Fond du Lac,pac,indian,106600,106600,,106600,,62650,43950,,99550,,,,99550,30315,Fond du Lac Committee of Political Ed,Political Fund,Cloquet,MN,55720,,9/21/88,,5950,7312.66,30315,Fond du Lac Committee of Political Ed,pac,indian,0,30315,Fond du Lac Committee of Political Ed,,,,,,10250,6800,3450,96350,55850,40500
40045,Committee of Thirteen Legislative Fund,,pac,labor,105430,105305,,105430,125,103205,2100,,,,,,,40045,Committee of Thirteen Legislative Fund,Political Committee,Oakdale,MN,55128,committeeof13.org,10/21/74,,5827,6265,40045,Committee of Thirteen Legislative Fund,pac,labor,0,40045,Committee of Thirteen Legislative Fund,,,1591,,,36330,35330,1000,68975,67875,1100
40745,United Steelworkers District 11 Non-Federal Acct,United Steelworkers,pac,labor,104000,77000,,104000,27000,77000,,,247244.3,4734.3,,,242510,40745,United Steelworkers District 11 Non-Federal Acct,Political Fund,Minneapolis,MN,55414,,2/26/96 11:03,,1400,494,40745,United Steelworkers District 11 Non-Federal Acct,pac,labor,0,40745,United Steelworkers District 11 Non-Federal Acct,,,,,,13450,13450,,63550,63550,
40036,MEDPAC Minn Medical Political Action Comm,MEDPAC,pac,biz,102130,102130,4880,97250,,55750,41500,,262126.6,,,,262126.6,40036,MEDPAC Minn Medical Political Action Comm,Political Committee,Minneapolis,MN,55413,,7/5/74,,14244.5,19357.81,40036,MEDPAC Minn Medical Political Action Comm,pac,biz,0,40036,MEDPAC Minn Medical Political Action Comm,4880,4.778223832,,2675.02,6040.78,50250,30250,20000,47000,25500,21500
40877,Xcel Energy Employees PAC (fka Power PAC),Xcel,pac,biz,100890,100890,,100890,,44240,56650,,112161.7,,,,112161.7,40877,Xcel Energy Employees PAC (fka Power PAC),Political Committee,Edina,MN,55436,,3/29/02,,383.11,4082.45,40877,Xcel Energy Employees PAC (fka Power PAC),pac,biz,0,40877,Xcel Energy Employees PAC (fka Power PAC),,,,,,6425,2975,3450,94465,41265,53200
30656,National Assn of Realtors Fund,Natl Assn Realtors,pac,ie,95179.55,95179.6,95179.6,,,,,,95179.6,,,,95179.6,30656,National Assn of Realtors Fund,Independent Expenditure,Chicago,IL,60611,,10/30/12 13:00,,,0,30656,National Assn of Realtors Fund,pac,biz,1,30656,National Assn of Realtors Fund,95179.55,100,,95179.55,,,,,,,
30331,IBEW - COPE,IBEW COPE,pac,labor,93500,93500,,93500,,88500,,5000,444584.9,158193,,,286391.9,30331,IBEW - COPE,Political Fund,Washington,DC,20001,,10/29/90,,649034.04,2082993.64,30331,IBEW - COPE,pac,labor,0,30331,IBEW - COPE,,,,,,7500,7500,,81000,81000,
30019,UTU PAC-MN,UTU,pac,labor,92975,92275,,92975,700,91825,450,,54675.1,,,,54675.1,30019,UTU PAC-MN,Political Fund,St Paul,MN,55102,,8/19/74,,2831.07,1021.02,30019,UTU PAC-MN,pac,labor,0,30019,UTU PAC-MN,,,,,,18375,18175,200,73900,73650,250
30192,Saint Paul Teachers Pension PAC,St Paul Teachers Pension,pac,labor,91950,90950,,91950,1000,54500,36450,,64310,,,,64310,30192,Saint Paul Teachers Pension PAC,Political Fund,St Paul,MN,55104,,6/4/79,,136.05,4777,30192,Saint Paul Teachers Pension PAC,pac,labor,0,30192,Saint Paul Teachers Pension PAC,,,,,,54950,36700,18250,36000,17800,18200
41023,North Star SFAA-PAC,North Star SFAA,pac,,91905,89655,2605,89300,2250,22750,64300,,165562.5,,,,165562.5,41023,North Star SFAA-PAC,Political Committee,Edina,MN,55742,,1/14/10 9:31,,,54633.8,41023,North Star SFAA-PAC,pac,biz,0,41023,North Star SFAA-PAC,2605,2.834448615,,2605,,21550,1500,20050,65500,21250,44250
80021,CWA COPE PCC,CWA COPE,pac,labor,85100,39000,,85100,46100,39000,,,148980.5,,,,148980.5,80021,CWA COPE PCC,Political Fund,Washington,DC,20001,,8/22/06,,29400.47,315208.98,80021,CWA COPE PCC,pac,labor,0,80021,CWA COPE PCC,,,,,,6000,6000,,33000,33000,
30064,Local 28 Political Fund,Local 28,pac,labor,83500,60800,,83500,22700,60800,,,25829,,,,25829,30064,Local 28 Political Fund,Political Fund,St Paul,MN,55102,,10/15/74,,12144.47,7884.89,30064,Local 28 Political Fund,pac,labor,0,30064,Local 28 Political Fund,,,,,,450,450,,60350,60350,
30218,Hospitality Political Action Committee,Hospitality PAC,pac,,82662,59162,,82662,23500,15012,44150,,206690,,,,206690,30218,Hospitality Political Action Committee,Political Fund,St Paul,MN,55117-2031,,7/3/74,,24778.29,4257.49,30218,Hospitality Political Action Committee,pac,biz,0,30218,Hospitality Political Action Committee,,,,,,27400,4950,22450,31762,10062,21700
30602,SEIU Local 26 Political Fund,SEIU Local,pac,labor,81852.47,15745,,81852.5,66107.5,15745,,,83994.1,65964.2,,,18029.9,30602,SEIU Local 26 Political Fund,Political Fund,Minneapolis,MN,55414,,4/5/06,,1857.77,18190.07,30602,SEIU Local 26 Political Fund,pac,labor,0,30602,SEIU Local 26 Political Fund,,,,,,4000,4000,,11745,11745,
40295,Friends of DFL Women,Friends of DFL Women,pac,prodfl,80550,80050,,80550,500,80050,,,82020,47475,1020,,33525,40295,Friends of DFL Women,Political Committee,St Paul,MN,55104,,9/24/82,,1852.18,6345.04,40295,Friends of DFL Women,pac,prodfl,0,40295,Friends of DFL Women,,,2500,,,50225,50225,,29825,29825,
80012,Planned Parenthood of Minn Pol Action Fund,Planned Parenthood 2,pac,,79988.7,60088.7,60088.7,19900,19900,,,,105890,,,,105890,80012,Planned Parenthood of Minn Pol Action Fund,Political Fund,St Paul,MN,55114,,7/16/02,,3458.19,10552.25,80012,Planned Parenthood of Minn Pol Action Fund,pac,issue,0,80012,Planned Parenthood of Minn Pol Action Fund,60088.7,75.12148591,147697.15,,,,,,,,
30224,CUVOL,CUVOL,pac,,79670,78920,,79670,750,41420,37500,,26792.2,,,,26792.2,30224,CUVOL,Political Fund,St Paul,MN,55102,,2/28/75,,1552.69,15512.94,30224,CUVOL,pac,biz,0,30224,CUVOL,,,,,,19350,11650,7700,59570,29770,29800
40248,Independent Community Bankers of Minn PAC,Ind Cmty Bankers,pac,biz,78855,78855,,78855,,22855,56000,,185640.4,,,,185640.4,40248,Independent Community Bankers of Minn PAC,Political Committee,St Paul,MN,55108,,9/10/75,,17567.16,46289.11,40248,Independent Community Bankers of Minn PAC,pac,biz,0,40248,Independent Community Bankers of Minn PAC,,,,,,13700,4650,9050,65155,18205,46950
40238,Rural Electric Political Action Comm,,pac,,78571.4,78321.4,,78571.4,250,36150,42171.4,,,,,,,40238,Rural Electric Political Action Comm,Political Committee,Maple Grove,MN,55369,,6/17/81,,7925.12,6273.92,40238,Rural Electric Political Action Comm,pac,biz,0,40238,Rural Electric Political Action Comm,,,,,,43245,20050,23195,35076.4,16100,18976.4
30599,Minn Pipe Trades Assn PAC Fund,MN Pipe Trades,pac,labor,76708.66,72007.3,,76708.7,4701.4,60757.3,11250,,69877.6,14568.4,,,55309.1,30599,Minn Pipe Trades Assn PAC Fund,Political Fund,Duluth,MN,55811,www.mnpipetrades.com,1/5/06,,406.93,1132.12,30599,Minn Pipe Trades Assn PAC Fund,pac,labor,0,30599,Minn Pipe Trades Assn PAC Fund,,,,,,22650,21650,1000,49357.31,39107.31,10250
30293,MAFMIC Political Action Committee,,pac,,75310,75310,,75310,,15275,59835,,35120,,,,35120,30293,MAFMIC Political Action Committee,Political Fund,St Joseph,MN,56374,,7/22/88,,4325.81,5009.39,30293,MAFMIC Political Action Committee,pac,biz,0,30293,MAFMIC Political Action Committee,,,,,,42360,7900,34260,32950,7375,25575
70047,ACEC/MN Political Action Committee,,pac,,74918.11,74918.1,,74918.1,,36268.1,38650,,85354.2,,,,85354.2,70047,ACEC/MN Political Action Committee,Political Committee,Minnetonka,MN,55305,,8/24/09 9:54,,,4266.13,70047,ACEC/MN Political Action Committee,pac,issue,0,70047,ACEC/MN Political Action Committee,,,,,,45668.11,22768.11,22900,29250,13500,15750
30174,United Food & Commerical Workers Council 6,,pac,labor,73706,73706,,73706,,73206,500,,24506.7,,,,24506.7,30174,United Food & Commerical Workers Council 6,Political Fund,Schaumburg,IL,60173-2412,,4/30/81,,5510.1,21752.48,30174,United Food & Commerical Workers Council 6,pac,labor,0,30174,United Food & Commerical Workers Council 6,,,,,,8806,8306,500,64900,64900,
30635,Housing First,Housing First,pac,ie,72756.41,55256.4,55256.4,17500,17500,,,,86906.6,,,,86906.6,30635,Housing First,Independent Expenditure,Roseville,MN,55113,www.batconline.org,10/8/10 8:59,,,12070.39,30635,Housing First,pac,issue,1,30635,Housing First,55256.41,75.94713648,1981.8,53274.61,,,,,,,
30239,Pipe Fitters Local 539,,pac,labor,71888.07,68647,,71888.1,3241.1,67897,750,,40673.3,,,,40673.3,30239,Pipe Fitters Local 539,Political Fund,Minneapolis,MN,55414,,5/23/84,,1708.35,8507.24,30239,Pipe Fitters Local 539,pac,labor,0,30239,Pipe Fitters Local 539,,,,,,36300,35550,750,32347,32347,
40275,Public Emp Pension Serv Assn (PEPSA) Pol Fund,,pac,,70765,70515,,70765,250,39840,30675,,16403.1,,,,16403.1,40275,Public Emp Pension Serv Assn (PEPSA) Pol Fund,Political Fund,Inver Grove Heights,MN,55076,pepsa.org,9/13/74,,6321.48,1558.05,40275,Public Emp Pension Serv Assn (PEPSA) Pol Fund,pac,labor,0,40275,Public Emp Pension Serv Assn (PEPSA) Pol Fund,,,,,,6550,4550,2000,63965,35290,28675
30085,Police Officers Fed of Mpls Contingency Fund,Police Fed of Mpls,pac,labor,70750,70750,,70750,,36000,32500,,117000,,,,117000,30085,Police Officers Fed of Mpls Contingency Fund,Political Fund,Minneapolis,MN,55418,mpdfederation.com,10/31/74,,26255.32,4339.13,30085,Police Officers Fed of Mpls Contingency Fund,pac,labor,0,30085,Police Officers Fed of Mpls Contingency Fund,,,2524.71,,,32500,17250,13000,38250,18750,19500
30128,Minneapolis Police Relief Assoc,Mpls Police Relief,pac,labor,68856.59,67356.6,3606.6,65250,1500,44450,19300,,47888,,,,47888,30128,Minneapolis Police Relief Assoc,Political Fund,Minneapolis,MN,55413,,5/9/77,12/31/11,18653.67,,30128,Minneapolis Police Relief Assoc,pac,labor,0,30128,Minneapolis Police Relief Assoc,3606.59,5.237828362,,3606.59,,24375,22425,1950,39375,22025,17350
30190,MCCL State Pac,MCCL,pac,issue,65999.53,65999.5,60057.5,5942.1,,,5942.1,,45404.1,,,,45404.1,30190,MCCL State Pac,Political Fund,Minneapolis,MN,55409,,7/26/82,,5989.87,19346.43,30190,MCCL State Pac,pac,issue,0,30190,MCCL State Pac,60057.47,90.99681467,52215.38,360548.89,11939.15,3911.13,,3911.13,2030.93,,2030.93
30563,Bois Forte Political Education Fund,Bois Forte,pac,indian,65100,63100,,65100,2000,56100,7000,,56800,,,,56800,30563,Bois Forte Political Education Fund,Political Fund,Nett Lake,MN,55772,,12/13/00,,-1340.41,918.1,30563,Bois Forte Political Education Fund,pac,indian,0,30563,Bois Forte Political Education Fund,,,,,,3650,3650,,59450,52450,7000
70013,TwinWest Chamber of Commerce PAC,TwinWest Chamber,pac,biz,64638.29,23817.6,9817.6,54820.7,40820.7,1250,12750,,77335,1100,,,76235,70013,TwinWest Chamber of Commerce PAC,Political Committee,Plymouth,MN,55441-8709,www.twinwestpac.com,8/8/90,,885.46,1357.52,70013,TwinWest Chamber of Commerce PAC,pac,biz,0,70013,TwinWest Chamber of Commerce PAC,9817.6,15.18852061,3177.53,21897.17,,5500,,5500,8500,1250,7250
40019,Food PAC of Minn,Food PAC,pac,,64275,64025,,64275,250,19250,44775,,77500,,,,77500,40019,Food PAC of Minn,Political Committee,St Paul,MN,55102,,9/24/74,,19171.51,47765.51,40019,Food PAC of Minn,pac,biz,0,40019,Food PAC of Minn,,,,,,22500,5800,16700,41525,13450,28075
40991,FEAPAC - MINN,FEAPAC,pac,,63302.5,60302.5,,63302.5,3000,25550,33052.5,,76967.5,,,,76967.5,40991,FEAPAC - MINN,Political Committee,Shorewood,MN,55331,,12/7/07,,0,21234.34,40991,FEAPAC - MINN,pac,biz,0,40991,FEAPAC - MINN,,,,,,17240,5300,10240,43062.5,20250,22812.5
40821,Pine Bend PAC,Pine Bend,pac,,62220,62220,,62220,,26570,35650,,84275,,,,84275,40821,Pine Bend PAC,Political Committee,Burnsville,MN,55337,,7/29/99,,17671.28,13159.82,40821,Pine Bend PAC,pac,biz,0,40821,Pine Bend PAC,,,,,,3950,1850,2100,58270,24720,33550
30111,Minn Chiropractic Political Action Comm,MN Chiropractic,pac,biz,62212.5,61712.5,,62212.5,500,40562.5,21150,,82219,,,,82219,30111,Minn Chiropractic Political Action Comm,Political Fund,Bloomington,MN,55431,,5/11/76,,1795.26,21084.64,30111,Minn Chiropractic Political Action Comm,pac,biz,0,30111,Minn Chiropractic Political Action Comm,,,,,,12250,10000,2250,49462.5,30562.5,18900
40094,IBEW Local #31 Volunteer COPE Fund,IBEW Local #31,pac,labor,60595,13980,,60595,46615,13980,,,28909.1,,,,28909.1,40094,IBEW Local #31 Volunteer COPE Fund,Political Committee,Duluth,MN,55812,,9/28/76,,11798.06,1425.43,40094,IBEW Local #31 Volunteer COPE Fund,pac,labor,0,40094,IBEW Local #31 Volunteer COPE Fund,,,457.3,,,5250,5250,,8730,8730,
40825,GREAT (Great River Energy Action Team-State),,pac,biz,60000,59500,,60000,500,37750,21750,,85645.5,,,,85645.5,40825,GREAT (Great River Energy Action Team-State),Political Committee,Wayzata,MN,55391,,12/30/99,,7252.56,29443.06,40825,GREAT (Great River Energy Action Team-State),pac,biz,0,40825,GREAT (Great River Energy Action Team-State),,,,,,25200,15500,9700,34300,22250,12050
40268,womenwinning State PAC,womenwinning,pac,prodfl,59900,59900,4000,55900,,55900,,,535494,15675,13687.5,,506131.5,40268,womenwinning State PAC,Political Committee,St Paul,MN,55114,,1/1/90,,5343.86,16527.49,40268,womenwinning State PAC,pac,prodfl,0,40268,womenwinning State PAC,4000,6.677796327,12218.42,,2235,55900,55900,,,,
30557,NAIOP Economic Growth Fund,NAIOP Econ Growth,pac,biz,59750,16750,,59750,43000,2000,14750,,60553,1250,,,59303,30557,NAIOP Economic Growth Fund,Political Fund,Minneapolis,MN,55416,,8/13/98,,3472.98,4646.11,30557,NAIOP Economic Growth Fund,pac,biz,0,30557,NAIOP Economic Growth Fund,,,,,,5500,2000,3500,11250,,11250
70035,NRA Political Victory Fund,,pac,,59705.85,59705.9,58705.9,1000,,500,500,,,,,,,70035,NRA Political Victory Fund,Political Committee,Fairfax,VA,22030,,5/15/90,,2591.01,2571.52,70035,NRA Political Victory Fund,pac,issue,0,70035,NRA Political Victory Fund,58705.85,98.32512225,39.46,161639.2,1313.09,500,500,,500,,500
41021,VOICES of Conservative Women State PAC (VOICESPAC),VOICES Conservative Women,pac,prorpm,59204.39,56204.4,45682.7,13521.7,3000,,10521.7,,104133.9,1750,,4300,98083.9,41021,VOICES of Conservative Women State PAC (VOICESPAC),Political Committee,Maple Grove,MN,55311,www.voicesofconservativewomen.org,11/30/09 14:33,,,7661.79,41021,VOICES of Conservative Women State PAC (VOICESPAC),pac,prorpm,0,41021,VOICES of Conservative Women State PAC (VOICESPAC),45682.67,77.1609504,,45682.67,,10521.72,,10521.72,,,
40789,Minn Power PAC,MN Power,pac,,58780,54630,,58780,4150,29255,25375,,80492,,,,80492,40789,Minn Power PAC,Political Committee,Duluth,MN,55812,,7/8/98,,19684.9,26447.98,40789,Minn Power PAC,pac,biz,0,40789,Minn Power PAC,,,,,,16550,11250,5300,38080,18005,20075
30098,Minn Professional Fire Fighters PAC,MN Prof Fire Fighters,pac,labor,58176.67,51976.7,,58176.7,6200,41026.7,10950,,68533.2,,,,68533.2,30098,Minn Professional Fire Fighters PAC,Political Fund,St Louis Park,MN,55426-1338,,8/19/74,,1123.69,16421.84,30098,Minn Professional Fire Fighters PAC,pac,labor,0,30098,Minn Professional Fire Fighters PAC,,,,3029.25,,21026.67,17776.67,3250,30950,23250,7700
40666,Minn Manufactured Home PAC,MN Manufactured Home,pac,,57120,56920,,57120,200,28720,28200,,59027,,,,59027,40666,Minn Manufactured Home PAC,Political Committee,W St Paul,MN,55118-3481,,12/7/77,,4701.67,2651.03,40666,Minn Manufactured Home PAC,pac,biz,0,40666,Minn Manufactured Home PAC,,,,,,16800,6350,10450,40120,22370,17750
30123,Minneapolis Retired Police Assoc Political Fund,Mpls Retired Police,pac,labor,53975,53725,,53975,250,36375,17350,,40000,,,,40000,30123,Minneapolis Retired Police Assoc Political Fund,Political Fund,Minneapolis,MN,55403,,9/7/76,6/19/12,2361.17,0,30123,Minneapolis Retired Police Assoc Political Fund,pac,labor,0,30123,Minneapolis Retired Police Assoc Political Fund,,,,,,23325,21375,1950,30400,15000,15400
70022,Minn Soybean PAC,MN Soybean,pac,biz,53325,53325,,53325,,22150,31175,,24726,,,,24726,70022,Minn Soybean PAC,Political Committee,Mankato,MN,56001,,9/29/00,,3196.39,938.56,70022,Minn Soybean PAC,pac,biz,0,70022,Minn Soybean PAC,,,,,,27825,12650,15175,25500,9500,16000
30127,Minn Cable Comm Assoc - PAC,MN Cable Comm,pac,,52745,52745,,52745,,26995,25750,,52725,,,,52725,30127,Minn Cable Comm Assoc - PAC,Political Fund,St Paul,MN,55104,,11/18/76,,1030.12,831.17,30127,Minn Cable Comm Assoc - PAC,pac,biz,0,30127,Minn Cable Comm Assoc - PAC,,,,,,6400,4050,2350,46345,22945,23400
40069,Northwest Petroleum NPPAC,,pac,,52620,52320,,52620,300,23520,28800,,,,,,,40069,Northwest Petroleum NPPAC,Political Committee,St Paul,MN,55126-3047,,4/4/77,,12062.97,30299.02,40069,Northwest Petroleum NPPAC,pac,biz,0,40069,Northwest Petroleum NPPAC,,,,,,37550,17550,20000,14770,5970,8800
30606,UNITE HERE TIP State and Local Fund-MN,UNITE HERE,pac,labor,52500,15000,,52500,37500,15000,,,7994955.5,,,,7994955.5,30606,UNITE HERE TIP State and Local Fund-MN,Political Fund,New York,NY,10001,,6/30/06,,1248643.79,776737.04,30606,UNITE HERE TIP State and Local Fund-MN,pac,labor,0,30606,UNITE HERE TIP State and Local Fund-MN,,,,,,,,,15000,15000,
30236,IBEW Local 343 Political Education Fund (fka Electr Loc 343 IBEW Ed Fd),IBEW Local 343,pac,labor,51710.88,7850,,51710.9,43860.9,7850,,,36850,,,,36850,30236,IBEW Local 343 Political Education Fund (fka Electr Loc 343 IBEW Ed Fd),Political Fund,Rochester,MN,55904-8435,,4/17/84,,921,1439.64,30236,IBEW Local 343 Political Education Fund (fka Electr Loc 343 IBEW Ed Fd),pac,labor,0,30236,IBEW Local 343 Political Education Fund (fka Electr Loc 343 IBEW Ed Fd),,,417.13,,,4200,4200,,3650,3650,
30584,Best & Flanagan Political Fund,Best & Flanagan,pac,,51537.5,49587.5,,51537.5,1950,33037.5,15350,500,71715.8,,,,71715.8,30584,Best & Flanagan Political Fund,Political Fund,Minneapolis,MN,55402,,6/4/04,,705.72,6109.48,30584,Best & Flanagan Political Fund,pac,lawyers,0,30584,Best & Flanagan Political Fund,,,,,,17900,12300,4900,31187.5,20737.5,10450
40098,Road PAC of Minn,Road PAC,pac,,50798.22,40798.2,23135,27663.3,10000,13338.3,4325,,70050.3,5375.3,,,64675,40098,Road PAC of Minn,Political Committee,Apple Valley,MN,55124,,8/4/76,,197.73,11257.92,40098,Road PAC of Minn,pac,biz,0,40098,Road PAC of Minn,23134.96,45.54285564,17793.79,5341.17,,9763.26,6738.26,3025,7900,6600,1300
30587,Goff Public PAC,Goff Public,pac,,50550,47550,,50550,3000,21550,26000,,55031.7,,,500,54531.7,30587,Goff Public PAC,Political Fund,St Paul,MN,55101,,8/16/04,,1583.18,1884.01,30587,Goff Public PAC,pac,biz,0,30587,Goff Public PAC,,,,,,16600,6350,10250,30950,15200,15750
