ComID,Committee,stype,CommCity,CommState,CommZip,CommWeb,RegistrationDate,TerminationDate,begincash2007,endcash2012
41019,Minn Open Progressives Political Committee,Political Committee,Brooklyn Center,MN,55429,,8/3/09 13:15,9/20/10,,
30089,Minn Operators of Music and Amusement PF,Political Fund,Minneapolis,MN,55410,,11/19/74,6/27/07,293.15,
41090,Minn Organization of Republican Veterans (MORVets),Political Committee,Becker,MN,55308,www.morvets.org,9/19/12 15:14,,,2802.54
80003,Minn PACE,Political Fund,St Paul,MN,55104,naswmn.org,10/29/90,,2644.02,257.47
40562,Minn Physical Therapy PAC,Political Committee,St Paul,MN,55114,,5/5/82,,8637.52,1833.76
30599,Minn Pipe Trades Assn PAC Fund,Political Fund,Duluth,MN,55811,www.mnpipetrades.com,1/5/06,,406.93,1132.12
30135,Minn Podiatry PAC,Political Fund,Roseville,MN,55113-1883,,6/19/78,7/12/12,1506.26,42.86
30288,Minn Police & Peace Officers Assoc Leg Fund,Political Fund,St Paul,MN,55130-4039,,1/8/78,,35234.46,63836.44
40789,Minn Power PAC,Political Committee,Duluth,MN,55812,,7/8/98,,19684.9,26447.98
70044,Minn PRO PAC,Political Committee,Princeton,MN,55371,,11/29/06,,79.05,17010.62
30098,Minn Professional Fire Fighters PAC,Political Fund,St Louis Park,MN,55426-1338,,8/19/74,,1123.69,16421.84
70006,Minn Realtors Political Action Committee,Political Committee,Edina,MN,55436,www.mnrealtor.com,10/8/74,,253503.69,285252.74
30591,Minn Seasonal Recreational Property Owners PAC,Political Fund,Mendota,MN,55150,,12/16/04,,3829.37,3291.42
70030,Minn Service Cooperatives PAC,Political Committee,St Cloud,MN,56301,,12/2/03,,117.19,486.03
40123,Minn Service Station Assoc,Political Committee,Little Canada,MN,55117,,4/28/78,,4806.75,5703.12
41060,Minn Solutions,Political Committee,Bloomington,MN,55438,,7/27/11 14:17,,,991.55
70022,Minn Soybean PAC,Political Committee,Mankato,MN,56001,,9/29/00,,3196.39,938.56
30060,Minn State Council of UNITE HERE Unions,Political Fund,Minneapolis,MN,55414,,10/8/74,,4254.55,254.55
30115,Minn State MNPL,Political Fund,Vadnais Heights,MN,55127,,9/7/76,,4037.66,749.51
30002,Minn State Patrol Troopers Assoc,Political Fund,Brooklyn Park,MN,55445,,2/10/77,,16191.34,6519.98
40919,Minn Thoroughbred Assn PAC Fund,Political Committee,Shakopee,MN,55379,,2/24/04,,3065,3800
40756,Minn TruckPAC (fka Minn Trucking Assn State PAC),Political Committee,Roseville,MN,55113,,7/15/96,,1391.24,236.51
40494,Minn Wheat Political Action Committee,Political Committee,Red Lake Falls,MN,56750,,12/7/87,,14076.08,2135.02
40041,Minn Women's Political Caucus/PAC,Political Committee,St Paul,MN,55103,,1/1/90,,368.23,81.21
41072,Minn Young DFL,Political Committee,St Paul,MN,55107,www.minnesotayoungdfl.org,1/3/12 12:24,,,323.2
30012,Minneapolis Bldg & Construct Trades Council,Political Fund,Minneapolis,MN,55414,,7/16/74,,-1.7,1259.65
41084,Minneapolis Democrats for Truth,Political Committee,Minneapolis,MN,55404,,8/7/12 9:48,10/30/12,,18.74
70017,Minneapolis Downtown Council PAC,Political Committee,Minneapolis,MN,55402,,1/29/99,,9192.98,6643
40254,Minneapolis Fire Department Pensioners PCF,Political Committee,Minneapolis,MN,55413-1830,,1/29/82,12/31/11,3190.2,
30031,Minneapolis Firefighters Fraternal Assn (fka Relief Assn Pol Fund),Political Fund,Fridley,MN,55432,,8/19/74,,5437.65,576.13
30007,Minneapolis Municipal Retirement Assoc,Political Fund,Minneapolis,MN,55414-1053,,11/30/78,,92.6,999.01
80029,Minneapolis Police Fraternal Association,Political Fund,St Paul,MN,55101,,12/23/11 13:59,,,10191.85
30128,Minneapolis Police Relief Assoc,Political Fund,Minneapolis,MN,55413,,5/9/77,12/31/11,18653.67,
70045,Minneapolis Regional Chamber of Commerce PAC,Political Committee,Minneapolis,MN,55402-3223,,6/7/07,12/20/10,0,
30011,Minneapolis Regional Labor Federation,Political Fund,Minneapolis,MN,55414,,7/3/74,,7995.88,22779.52
30123,Minneapolis Retired Police Assoc Political Fund,Political Fund,Minneapolis,MN,55403,,9/7/76,6/19/12,2361.17,0
30632,Minnesota - America Votes,Independent Expenditure,Washington,DC,20036,,9/20/10 11:30,,,0
41051,Minnesota Future LLC,Independent Expenditure,St Paul,MN,55128,,10/21/10 8:16,1/31/11,,
30650,Minnesota Momentum,Independent Expenditure,Eden Prairie,MN,55344,www.minnesotamomentum.com,8/14/12 13:56,,,0
41087,Minnesota PAC,Political Committee,St Paul,MN,55011,www.minnesotapac.com,9/7/12 15:15,,,3817.77
40995,Minnesotans for Limited Government,Political Committee,St Paul,MN,55119,,4/7/08,,,236.16
40875,Minnesotans for Lower Taxes,Political Committee,St Paul,MN,55104,,2/25/02,12/31/12,2062.1,8.1
41034,Minnesotans for Personal Choice & Competition in Health Care,Independent Expenditure,St Paul,MN,55106,myminesotahealthcare.com,6/18/10 15:12,12/31/11,,
70051,Minnesotans for Racino PAC,Political Committee,Mound,MN,55364,,6/21/10 12:21,6/15/12,,29.46
40989,Minnesota's Future,Independent Expenditure,St Paul,MN,55101,,11/27/07,,0,13036.55
80017,MMGMA PAC,Political Fund,Minneapolis,MN,55401,,12/15/04,,1153.96,606.96
70016,MN Corn State PAC (fka MN Corn),Political Committee,Shakopee,MN,55379,,1/14/99,,8868.5,8374
41035,MN FORWARD,Independent Expenditure,Minneapolis,MN,55402,,6/29/10 16:09,,,114129.87
70050,MN HomeCare PAC,Political Committee,St Paul,MN,55113,,5/27/10 15:06,,,5758.33
30195,MN Retailers IMPACT (fka Mn Retail Pol Advocacy Fd),Political Fund,St Paul,MN,55101,,6/24/76,,5982.72,12181.72
30608,MN State Bldg & Construction Trades Cncl Pol Fund,Political Fund,St Paul,MN,55102,,7/24/06,,100,2795.67
80010,MN Utility Investors Pol Action Fund,Political Fund,St Paul,MN,55101,,8/1/01,,3090,3345
40940,MOHPA PAC,Political Committee,St Paul,MN,55114,,7/28/05,,20530.23,3132.34
40907,Motorcycle PAC of Minn,Political Committee,Chanhassen,MN,55317,,5/2/03,,5499.68,13434.16
41040,MPA Political Action Committee,Political Committee,Minneapolis,MN,55416,www.psych.org,7/26/10 15:57,,,615.88
80022,MPS PAC,Political Fund,St Paul,MN,55110,mnpsychsoc.org/pac.html,7/25/03,,8633.15,4814.94
80002,MSA-PAC,Political Fund,Minneapolis,MN,55401,,9/21/88,,3941.47,692.25
30324,MSCA-PAC,Political Fund,St Paul,MN,55101,,8/21/90,,2605.26,3075.26
30108,MTA PAC (fka SITCO PAC),Political Fund,Roseville,MN,55113,,8/3/76,,19253.1,43001.25
80007,MUCA PAC (Minn Utility Contractors Assn),Political Fund,Woodbury,MN,55125,,2/18/00,12/29/11,3930.32,
30124,Multi Housing Political Action Committee,Political Fund,Bloomington,MN,55431,,9/13/76,,45777.2,56790.92
80006,MWL Voter Outreach Political Fund,Political Fund,Minneapolis,MN,55402,,10/8/98,12/31/10,4698.18,
30557,NAIOP Economic Growth Fund,Political Fund,Minneapolis,MN,55416,,8/13/98,,3472.98,4646.11
30552,NARAL Pro-Choice Minn Election Fund,Political Fund,St Paul,MN,55114,www.ProChoiceMinnesota.org,11/22/95 13:38,,7207.03,531.03
30638,NARAL Pro-Choice Minnesota,Independent Expenditure,St Paul,MN,55114,www.ProChoiceMinnesota.org,10/21/10 9:11,,,259.37
30656,National Assn of Realtors Fund,Independent Expenditure,Chicago,IL,60611,,10/30/12 13:00,,,0
41080,New Americans,Political Committee,Minneapolis,MN,55454,newamericanspac.org,7/13/12 13:47,,,383.83
30659,Next Minnesota Inc,Political Fund,Plymouth,MN,55447,www.nextminnesota.org,11/8/12 16:37,,,28.53
40741,NFIB/MN Save Americas Free Enterprise Trust,Political Committee,Washington,DC,20004,,8/16/96 10:05,,1665.14,
30561,North Central States Carpenters PAC,Political Fund,St Paul,MN,55130,,5/3/00,,8435.08,31037.32
41081,North Star Project,Political Committee,Alexandria,MN,56308,www.mnnorthstarproject.com,7/24/12 14:23,,,204.51
41023,North Star SFAA-PAC,Political Committee,Edina,MN,55742,,1/14/10 9:31,,,54633.8
40994,Northeast ALC PAC,Political Fund,Duluth,MN,55812,www.nealc.org,2/5/08,,,38893.96
40069,Northwest Petroleum NPPAC,Political Committee,St Paul,MN,55126-3047,,4/4/77,,12062.97,30299.02
70035,NRA Political Victory Fund,Political Committee,Fairfax,VA,22030,,5/15/90,,2591.01,2571.52
40894,Ottertail Power PAC,Political Committee,Fergus Falls,MN,56538-0944,,9/20/02,,4164.87,4080.47
70033,OutFront Minnesota Action,Political Committee,Minneapolis,MN,55409-1337,www.outfrontaction.org,8/30/04,,3671,742.22
30633,OutFront MN Action Independent Expenditure Fund,Independent Expenditure,Minneapolis,MN,55409-1337,,9/23/10 9:56,,,0
40507,Painters Union Local No 61 Political Action,Political Fund,Little Canada,MN,55117,,3/31/87,,11919.22,19617.22
40246,PAL 9 Natl Assoc of Letter Carriers,Political Committee,Coon Rapids,MN,55448-2316,,3/19/76,,11317.66,8109.98
40276,Paper Allied-Ind Chem & Energy Workers Intl Union,Political Committee,St. Paul,MN,55106,,9/8/77,3/22/07,4734.25,
41036,Pass the Minnesota Health Plan,Political Committee,Minneapolis,MN,55408,www.passmhp.org,7/2/10 15:19,,,735.8
41011,Patriot PAC,Political Committee,St Paul,MN,55102,www.uspatriotpac.com,1/2/09 14:23,,,892.77
70049,PCI Minnesota Political Action Committee,Political Committee,Chicago,IL,60631-3512,,5/14/10 16:08,,,293.59
30268,People in Construction Political Action Comm,Political Fund,Apple Valley,MN,55124,,12/13/85,,868.6,14278.13
40980,People United For Freedom,Political Committee,Eagan,MN,55121,,3/1/07,12/31/10,0,
40016,PharmPAC,Political Committee,St Paul,MN,55114,,7/9/74,,9745.92,1969.09
30610,Pile Drivers PAC Fund,Political Fund,St Paul,MN,55130,,8/4/06,,326.05,1885.32
40821,Pine Bend PAC,Political Committee,Burnsville,MN,55337,,7/29/99,,17671.28,13159.82
30239,Pipe Fitters Local 539,Political Fund,Minneapolis,MN,55414,,5/23/84,,1708.35,8507.24
30628,"Planned Parenthood Minnesota, North Dakota, South Dakota Action Fund",Independent Expenditure,St Paul,MN,55114,plannedparenthoodadvocate.com,8/5/10 8:24,,,0
80012,Planned Parenthood of Minn Pol Action Fund,Political Fund,St Paul,MN,55114,,7/16/02,,3458.19,10552.25
30571,Plumbers & Pipefitters Local #589 Pol Action Comm,Political Fund,Virginia,MN,55792-3496,,11/20/01,,4475.96,966.72
30577,Plumbers & Steamfitters Local 11 PAC Fund,Political Fund,Duluth,MN,55811,,8/29/02,,2192.86,1655.68
30033,Plumbers Local Union #15 COPE Account,Political Fund,Minneapolis,MN,55404,,9/5/74,,730.54,136.54
30574,Police Officers Alliance of MN Pol Action Fund,Political Fund,Minneapolis,MN,55418,,4/4/02,,6884.31,4444.57
30085,Police Officers Fed of Mpls Contingency Fund,Political Fund,Minneapolis,MN,55418,mpdfederation.com,10/31/74,,26255.32,4339.13
30555,Prairie Island Indian Community PAC,Political Fund,Welch,MN,55089,,10/30/96 8:42,,8462.29,2875.29
30176,Principals Action League,Political Fund,St Paul,MN,55108-2131,,6/23/81,,2195.76,2952.12
80014,Printing Industries Political Action Committee,Political Fund,Roseville,MN,55113,,6/1/04,,1489.95,385.68
40971,Private Citizens for Hutchinson,Political Committee,Minnetonka,MN,55343,,11/16/06,12/31/06,0,
41047,Pro Jobs Majority,Independent Expenditure,St Paul,MN,55101,,9/23/10 8:48,,,14676.5
40927,Progressive Action Duluth,Political Committee,Duluth,MN,55803,,4/16/04,12/31/10,564.36,
41092,Progressive Kick IE,Independent Expenditure,Oakland,CA,94612,www.progressivekick.org,9/27/12 12:39,,,46481.31
40981,Progressive Majority Minnesota,Political Committee,Washington,DC,20006,,4/10/07,,0,43.42
40975,PROGRESSPPAC,Political Committee,St Paul,MN,55106-0012,,12/29/06,,100,2234.96
80027,Project 515 PAC,Political Fund,Minneapolis,MN,55414,,7/23/10 16:26,,,824.84
40275,Public Emp Pension Serv Assn (PEPSA) Pol Fund,Political Fund,Inver Grove Heights,MN,55076,pepsa.org,9/13/74,,6321.48,1558.05
30654,Public Safety Matters Campaign,Independent Expenditure,St Paul,MN,55130,,10/1/12 11:03,,,1231.22
40933,Putting Minnesota First,Independent Expenditure,St Paul,MN,55114,,9/27/04,,3623,10164
40990,Real Republican Majority-Minn,Political Committee,Wayzata,MN,55391-0717,,12/3/07,12/31/09,0,
70025,Red Wing Area Business Leadership Council,Political Committee,Red Wing,MN,55066,,7/11/02,11/22/05,,
41012,Republican Liberty Caucus of Minn,Political Committee,St Paul,MN,55114,rlcmn.org,4/16/09 9:15,,,453.58
41013,Republican Metropolitan Committee,Political Committee,Minneapolis,MN,55402,,4/27/09 8:38,,,790.91
41032,Resource Party,Political Committee,Hopkins,MN,55305-4419,,6/9/10 10:33,5/7/12,,0
30151,Retired Peoples Political Action Fund,Political Fund,Excelsior,MN,55331,info@mrsea.org,1/10/80,,15938,4021.81
30568,Rice Michels & Walther LLP Political Fund,Political Fund,Minneapolis,MN,55413,,7/24/01,,750.32,241.38
30258,RKM&C Fund,Political Fund,Minneapolis,MN,55402-2015,,3/3/78,,4088.2,11936.02
40098,Road PAC of Minn,Political Committee,Apple Valley,MN,55124,,8/4/76,,197.73,11257.92
30032,Robbinsdale Federation of Teachers COPE Fund,Political Fund,Crystal,MN,55427,,9/9/74,,1039.79,986
40979,Rochester Citizens Coalition,Political Committee,Rochester,MN,55902,,3/2/07,12/31/12,3632.78,0
40238,Rural Electric Political Action Comm,Political Committee,Maple Grove,MN,55369,,6/17/81,,7925.12,6273.92
40872,Rural Minn Preservation,Political Committee,St Paul,MN,55106-1119,,1/29/02,,4160.1,379.35
41041,RYPAC,Political Committee,Minneapolis,MN,55424,,8/3/10 14:07,10/25/10,,
41097,RYPAC,Political Committee,Minneapolis,MN,55424,,12/17/12 10:12,,,2300
30192,Saint Paul Teachers Pension PAC,Political Fund,St Paul,MN,55104,,6/4/79,,136.05,4777
30341,School Lunch Bunch,Political Fund,Brooklyn Park,MN,55445,,1/14/92,,2478.76,2039
40984,SD 19 DFL Food Booth,Political Committee,Howard Lake,MN,55349,,6/28/07,12/30/09,0,
70042,Secretary of State Project - Minnesota,Political Committee,San Francisco,CA,94110,,11/1/06,10/24/08,0,
30579,SEH Employees Minn Committee,Political Fund,White Bear Twnp,MN,55110,,1/21/03,,320.86,2410.37
30093,SEIU Healthcare Minn (fka SEIU Local 113),Political Fund,St Paul,MN,55102,,1/1/90,,8950.56,3712.16
30602,SEIU Local 26 Political Fund,Political Fund,Minneapolis,MN,55414,,4/5/06,,1857.77,18190.07
30037,SEIU Minn State Council Political Fund,Political Fund,St Paul,MN,55114,,9/5/74,,13995.89,75812.52
40967,Senate District 30 Fund,Political Committee,Rochester,MN,55902,,9/22/06,12/31/09,450.22,
70032,Sensible Gun Laws,Political Committee,Minneapolis,MN,55408,,8/11/04,,432.54,0
30607,Service Employees Local 63,Political Fund,Minneapolis,MN,55413,,7/7/06,12/31/11,0,0
40550,Shakopee Mdewakanton Sioux,Political Committee,Prior Lake,MN,55372,,2/23/89,,113803.75,17642.74
30588,Sheet Metal Workers PAC 10,Political Fund,Maplewood,MN,55109,,9/14/04,,5593.11,2276.44
80020,Sierra Club Political Committee,Political Fund,Minneapolis,MN,55406,,7/2/82,,2687.86,2095.44
41085,Small Business Minnesota Political Action Committee,Political Committee,Long Lake,MN,55356,,8/16/12 15:06,,,434.85
70052,SMART PAC,Political Committee,St Paul,MN,55117,,9/27/10 15:42,,,8751
30560,So Dakota Cty Labor Council COPE Fund,Political Fund,Apple Valley,MN,55124,,4/7/99,8/26/08,1171.24,
30120,SOF-PAC,Political Fund,Eagan,MN,55122,,8/4/76,,1161.01,1700.36
30637,Somali Action Alliance Political Fund,Independent Expenditure,Minneapolis,MN,55406,,10/20/10 14:16,7/11/12,,0
30221,Southern Minn Beet Sugar Cooperative PAC,Political Fund,Renville,MN,56284,,3/28/83,,9404.6,5659.6
41038,Southern Minnesota Conservative Alliance,Political Committee,Plainview,MN,55964,,7/13/10 8:28,12/31/11,,
41078,Spec Corp for Ethics and Justice in America,Independent Expenditure,Woodbury,MN,55125,ethicsjusticeamerica.wordpress.com,6/29/12 15:09,10/19/12,,14.6
40958,Sportsmen for Change,Political Committee,Bloomington,MN,55431,,6/30/06,7/13/10,759.98,
30234,Sprinkler Fitters Local Union No 417,Political Fund,Minneapolis,MN,55413,,4/9/84,,5892.69,1064.03
30255,St Croix Valley Central Labor Union,Political Fund,St Paul,MN,55102,,11/14/84,12/31/07,2758.49,
30556,St Paul Area Chamber of Commerce PAC,Political Fund,St Paul,MN,55101,,8/13/97,,2010.87,7702.84
30154,St Paul Firefighters Local 21 Political Action Committee,Political Fund,St Paul,MN,55102,,3/25/80,,11433.49,30237.82
30325,St Paul Pipefitters Local 455 PAC,Political Fund,St Paul,MN,55114,,8/21/90,,3446.41,17364.75
30603,St Paul Police Federation Political Awareness Fund,Political Fund,St Paul,MN,55130-4039,spfpaf.com,4/13/06,,4821.01,89077.69
40790,St Paul Regional Labor Federation AFL-CIO (fka St Pl Trds & Lbr Asmbly PAC),Political Fund,St Paul,MN,55102,,7/8/98,,26715.67,47674.73
41049,State Fund for Economic Growth LLC,Independent Expenditure,Wayzata,MN,55391,,8/16/10,,,50
40634,Stonewall DFL (The),Political Committee,St Paul,MN,55107-1623,www.stonewalldfl.org,2/4/91,,2618,1692.52
41055,Stop Zebra Mussel Association,Political Committee,Spicer,MN,56288,None,2/28/11 12:27,5/1/12,,0.5
30550,Suburban School Emp Local 284 Pol Act Fund,Political Fund,South St Paul,MN,55075,,10/31/94 15:14,,734.13,21205.99
70026,Take Action PAC,Political Committee,St Paul,MN,55114,,8/6/02,,9973.01,21354
30636,TakeAction Political Fund,Independent Expenditure,St Paul,MN,55114,,10/14/10 16:10,,,73.41
40794,Taxpayers League MN Victory Fund,Political Committee,St Paul,MN,55104,,8/13/98,,594.85,717.85
30622,TCO Political Action Committee,Political Fund,St Louis Park,MN,55426,,12/5/08,,,50
80023,Teamsters Local 120 DRIVE,Political Fund,Blaine,MN,55434,,12/4/06,,0,5618.7
30641,TEMPO Political Fund,Political Fund,Minneapolis,MN,55419,,8/17/11 13:28,,,133.06
40987,Tenth Judicial District Evaluation Committee,Political Committee,Woodbury,MN,55125,,10/31/07,,0,281.95
30225,TRIAL-PAC,Political Fund,Minneapolis,MN,55402,,10/25/79,,3065.26,10597.59
40963,TRUTH PAC,Political Committee,Minneapolis,MN,55419,,8/25/06,12/31/07,1.11,
41048,Twin Cities Jewish Community PAC,Political Committee,Minnetonka,MN,55305,,9/27/10 12:08,12/31/12,,14.9
40810,Twin Cities Republican Assn,Political Committee,Victoria,MN,55386-9701,TwinCitiesRepublicans.com,10/23/98,,1586.3,1247.33
70013,TwinWest Chamber of Commerce PAC,Political Committee,Plymouth,MN,55441-8709,www.twinwestpac.com,8/8/90,,885.46,1357.52
30083,U A Plumbers Local #34 Political Fund,Political Fund,St Paul,MN,55102-1069,,10/31/74,,2726.56,11854.62
40245,U of M Faculty Candidate Support Committee,Political Committee,Minneapolis,MN,55414,,11/20/81,12/27/09,327.58,
30035,UAW Minn State CAP Council Political Fd,Political Fund,St Paul,MN,55114,,9/5/74,,5489.48,19580.24
41001,UFCW Active Ballot Club,Political Committee,Washington,DC,20006-1598,,6/30/08,,,0
30649,Unidos Votamos - United We Vote,Political Fund,St Paul,MN,55165,,8/7/12 9:42,,,4784.49
30606,UNITE HERE TIP State and Local Fund-MN,Political Fund,New York,NY,10001,,6/30/06,,1248643.79,776737.04
30174,United Food & Commerical Workers Council 6,Political Fund,Schaumburg,IL,60173-2412,,4/30/81,,5510.1,21752.48
40745,United Steelworkers District 11 Non-Federal Acct,Political Fund,Minneapolis,MN,55414,,2/26/96 11:03,,1400,494
40961,USW Local 264 PAC,Political Committee,St Paul,MN,55102-1032,,8/2/06,,382.57,759.97
30041,USW LU 1938 PAC,Political Fund,Virginia,MN,55792,,9/12/74,7/30/09,636.22,
30019,UTU PAC-MN,Political Fund,St Paul,MN,55102,,8/19/74,,2831.07,1021.02
80005,VET-PAC of Minn,Political Fund,South St Paul,MN,55075,,11/7/84,,19163.6,4980.8
41021,VOICES of Conservative Women State PAC (VOICESPAC),Political Committee,Maple Grove,MN,55311,www.voicesofconservativewomen.org,11/30/09 14:33,,,7661.79
40761,Volunteer Fire Fighter Political Committee,Political Committee,Spring Lake Park,MN,55432,,9/5/96 8:32,,1598.3,874.3
30191,VOTE - 66,Political Fund,Duluth,MN,55802,,7/27/82,,19576.83,27457.67
41050,Vote Racino Now Committee,Independent Expenditure,Janesville,MN,56048,,10/12/10 13:54,12/31/10,,
40941,WAMP,Political Committee,Afton,MN,55001,,8/31/05,10/26/10,2864.88,
40537,Waste Management PAC of Minn,Political Committee,Lakeville,MN,55044,,10/21/88,,4408.87,3531.67
41062,Whig Party of Minnesota,Political Committee,St Paul,MN,55109,mnwhigs.org,8/16/11 15:29,,,163.93
40916,White Earth PAC,Political Committee,White Earth,MN,56591,,1/29/04,,786.5,6252.93
30625,WIN Minnesota Political Action Fund,Independent Expenditure,St Paul,MN,55104,,12/16/09 16:11,,,8.01
40913,Windingstad Political Action,Political Committee,Maple Lake,MN,55358,,12/29/03,6/30/09,4274.35,
30345,Winthrop & Weinstine PA Political Fund,Political Fund,Minneapolis,MN,55402-4629,,6/16/92,,364.74,3564.14
41089,Women's Victory Fund (Women PAC),Independent Expenditure,Maple Grove,MN,55311,www.womenpac.org,9/19/12 14:44,,,1543.4
40268,womenwinning State PAC,Political Committee,St Paul,MN,55114,,1/1/90,,5343.86,16527.49
30623,Working America Minn Political Committee,Independent Expenditure,Washington,DC,20006,workingamerica.org,9/2/09 16:18,,,-500
30618,Working Families Fund,Political Fund,Rochester,MN,55904,,12/17/07,,0,29614.2
40877,Xcel Energy Employees PAC (fka Power PAC),Political Committee,Edina,MN,55436,,3/29/02,,383.11,4082.45
40974,Young Progressive Majority MN,Political Committee,Savage,MN,55378,,12/13/06,,272.14,882.89
41082,ZacPAC,Political Committee,Robbinsdale,MN,55422,,8/3/12 14:12,,,974.2
